Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	positive regulation of signaling receptor activity (GO:2000273)	1/37	7.661329e-02	1.769673e-01	0	0	1.317526e+01	3.384705e+01	AREG
GO_Biological_Process_2021	extracellular structure organization (GO:0043062)	2/216	7.857858e-02	1.769673e-01	0	0	4.500342e+00	1.144732e+01	LAMA1;COL8A1
GO_Biological_Process_2021	regulation of axon extension (GO:0030516)	1/38	7.860225e-02	1.769673e-01	0	0	1.281853e+01	3.260208e+01	SEMA3G
GO_Biological_Process_2021	negative regulation of innate immune response (GO:0045824)	1/38	7.860225e-02	1.769673e-01	0	0	1.281853e+01	3.260208e+01	IRAK3
GO_Biological_Process_2021	lysosome organization (GO:0007040)	1/38	7.860225e-02	1.769673e-01	0	0	1.281853e+01	3.260208e+01	ABCA1
GO_Biological_Process_2021	ventricular septum development (GO:0003281)	1/38	7.860225e-02	1.769673e-01	0	0	1.281853e+01	3.260208e+01	TGFBR3
GO_Biological_Process_2021	external encapsulating structure organization (GO:0045229)	2/217	7.920443e-02	1.773099e-01	0	0	4.479183e+00	1.135797e+01	LAMA1;COL8A1
GO_Biological_Process_2021	negative regulation of protein secretion (GO:0050709)	1/39	8.058702e-02	1.773815e-01	0	0	1.248058e+01	3.143130e+01	RSAD2
GO_Biological_Process_2021	negative regulation of secretion by cell (GO:1903531)	1/39	8.058702e-02	1.773815e-01	0	0	1.248058e+01	3.143130e+01	RSAD2
GO_Biological_Process_2021	endothelial cell migration (GO:0043542)	1/39	8.058702e-02	1.773815e-01	0	0	1.248058e+01	3.143130e+01	FAP
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	3/474	8.141979e-02	1.782189e-01	0	0	3.102866e+00	7.782413e+00	TGFBR3;AREG;POU3F3
GO_Biological_Process_2021	negative regulation of ERBB signaling pathway (GO:1901185)	1/40	8.256762e-02	1.787453e-01	0	0	1.215995e+01	3.032859e+01	AREG
GO_Biological_Process_2021	response to organonitrogen compound (GO:0010243)	1/40	8.256762e-02	1.787453e-01	0	0	1.215995e+01	3.032859e+01	IRAK3
GO_Biological_Process_2021	epithelial cell migration (GO:0010631)	1/41	8.454405e-02	1.810345e-01	0	0	1.185536e+01	2.928845e+01	FAP
GO_Biological_Process_2021	carboxylic acid transmembrane transport (GO:1905039)	1/41	8.454405e-02	1.810345e-01	0	0	1.185536e+01	2.928845e+01	SLC38A11
GO_Biological_Process_2021	calcium ion transmembrane import into cytosol (GO:0097553)	1/42	8.651632e-02	1.822857e-01	0	0	1.156562e+01	2.830596e+01	TRPV5
GO_Biological_Process_2021	negative regulation of protein catabolic process (GO:0042177)	1/42	8.651632e-02	1.822857e-01	0	0	1.156562e+01	2.830596e+01	IRAK3
GO_Biological_Process_2021	positive regulation of protein tyrosine kinase activity (GO:0061098)	1/42	8.651632e-02	1.822857e-01	0	0	1.156562e+01	2.830596e+01	AREG
GO_Biological_Process_2021	lipid modification (GO:0030258)	1/43	8.848444e-02	1.854408e-01	0	0	1.128968e+01	2.737667e+01	MBOAT4
GO_Biological_Process_2021	negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)	1/44	9.044841e-02	1.865795e-01	0	0	1.102658e+01	2.649660e+01	AREG
GO_Biological_Process_2021	cardiac ventricle morphogenesis (GO:0003208)	1/44	9.044841e-02	1.865795e-01	0	0	1.102658e+01	2.649660e+01	TGFBR3
GO_Biological_Process_2021	metal ion homeostasis (GO:0055065)	1/44	9.044841e-02	1.865795e-01	0	0	1.102658e+01	2.649660e+01	TRPV5
GO_Biological_Process_2021	amino acid transmembrane transport (GO:0003333)	1/45	9.240826e-02	1.876745e-01	0	0	1.077543e+01	2.566211e+01	SLC38A11
GO_Biological_Process_2021	regulation of DNA repair (GO:0006282)	1/45	9.240826e-02	1.876745e-01	0	0	1.077543e+01	2.566211e+01	EYA4
GO_Biological_Process_2021	neural crest cell development (GO:0014032)	1/45	9.240826e-02	1.876745e-01	0	0	1.077543e+01	2.566211e+01	SEMA3G
GO_Biological_Process_2021	axonogenesis (GO:0007409)	2/240	9.402031e-02	1.877748e-01	0	0	4.041607e+00	9.555346e+00	LAMA1;SEMA3G
GO_Biological_Process_2021	erythrocyte differentiation (GO:0030218)	1/46	9.436398e-02	1.877748e-01	0	0	1.053545e+01	2.486994e+01	TGFBR3
GO_Biological_Process_2021	negative regulation of tumor necrosis factor production (GO:0032720)	1/46	9.436398e-02	1.877748e-01	0	0	1.053545e+01	2.486994e+01	IRAK3
GO_Biological_Process_2021	positive regulation of response to stimulus (GO:0048584)	1/46	9.436398e-02	1.877748e-01	0	0	1.053545e+01	2.486994e+01	RSAD2
GO_Biological_Process_2021	epidermal growth factor receptor signaling pathway (GO:0007173)	1/47	9.631558e-02	1.897417e-01	0	0	1.030590e+01	2.411710e+01	AREG
GO_Biological_Process_2021	epithelial to mesenchymal transition (GO:0001837)	1/47	9.631558e-02	1.897417e-01	0	0	1.030590e+01	2.411710e+01	TGFBR3
GO_Biological_Process_2021	positive regulation of DNA repair (GO:0045739)	1/48	9.826307e-02	1.907175e-01	0	0	1.008612e+01	2.340088e+01	EYA4
GO_Biological_Process_2021	negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	1/48	9.826307e-02	1.907175e-01	0	0	1.008612e+01	2.340088e+01	IRAK3
GO_Biological_Process_2021	myelination (GO:0042552)	1/48	9.826307e-02	1.907175e-01	0	0	1.008612e+01	2.340088e+01	MAL2
GO_Biological_Process_2021	negative regulation of catabolic process (GO:0009895)	1/49	1.002065e-01	1.907250e-01	0	0	9.875496e+00	2.271880e+01	IRAK3
GO_Biological_Process_2021	regulation of stress-activated MAPK cascade (GO:0032872)	1/49	1.002065e-01	1.907250e-01	0	0	9.875496e+00	2.271880e+01	TGFBR3
GO_Biological_Process_2021	aminoglycan biosynthetic process (GO:0006023)	1/49	1.002065e-01	1.907250e-01	0	0	9.875496e+00	2.271880e+01	HS3ST2
GO_Biological_Process_2021	secondary alcohol metabolic process (GO:1902652)	1/49	1.002065e-01	1.907250e-01	0	0	9.875496e+00	2.271880e+01	ABCA1
GO_Biological_Process_2021	amino acid transport (GO:0006865)	1/50	1.021458e-01	1.907250e-01	0	0	9.673469e+00	2.206861e+01	SLC38A11
GO_Biological_Process_2021	regulation of cellular component movement (GO:0051270)	1/50	1.021458e-01	1.907250e-01	0	0	9.673469e+00	2.206861e+01	TGFBR3
GO_Biological_Process_2021	neuron migration (GO:0001764)	1/50	1.021458e-01	1.907250e-01	0	0	9.673469e+00	2.206861e+01	PHOX2B
GO_Biological_Process_2021	sensory perception (GO:0007600)	1/51	1.040810e-01	1.907250e-01	0	0	9.479524e+00	2.144824e+01	PCDH15
GO_Biological_Process_2021	regulation of interleukin-12 production (GO:0032655)	1/51	1.040810e-01	1.907250e-01	0	0	9.479524e+00	2.144824e+01	IRAK3
GO_Biological_Process_2021	cholesterol transport (GO:0030301)	1/51	1.040810e-01	1.907250e-01	0	0	9.479524e+00	2.144824e+01	ABCA1
GO_Biological_Process_2021	mesenchymal cell differentiation (GO:0048762)	1/51	1.040810e-01	1.907250e-01	0	0	9.479524e+00	2.144824e+01	TGFBR3
GO_Biological_Process_2021	ameboidal-type cell migration (GO:0001667)	1/52	1.060121e-01	1.907250e-01	0	0	9.293184e+00	2.085578e+01	SEMA3G
GO_Biological_Process_2021	response to peptide hormone (GO:0043434)	1/52	1.060121e-01	1.907250e-01	0	0	9.293184e+00	2.085578e+01	TGFBR3
GO_Biological_Process_2021	negative regulation of protein metabolic process (GO:0051248)	1/52	1.060121e-01	1.907250e-01	0	0	9.293184e+00	2.085578e+01	IRAK3
GO_Biological_Process_2021	regulation of exocytosis (GO:0017157)	1/52	1.060121e-01	1.907250e-01	0	0	9.293184e+00	2.085578e+01	RAB3C
GO_Biological_Process_2021	protein homotetramerization (GO:0051289)	1/52	1.060121e-01	1.907250e-01	0	0	9.293184e+00	2.085578e+01	TRPV5
GO_Biological_Process_2021	bicellular tight junction assembly (GO:0070830)	1/53	1.079392e-01	1.924346e-01	0	0	9.114011e+00	2.028949e+01	CLDN7
GO_Biological_Process_2021	heart morphogenesis (GO:0003007)	1/53	1.079392e-01	1.924346e-01	0	0	9.114011e+00	2.028949e+01	TGFBR3
GO_Biological_Process_2021	glycosaminoglycan metabolic process (GO:0030203)	1/54	1.098622e-01	1.932398e-01	0	0	8.941599e+00	1.974777e+01	HS3ST2
GO_Biological_Process_2021	striated muscle contraction (GO:0006941)	1/54	1.098622e-01	1.932398e-01	0	0	8.941599e+00	1.974777e+01	MYH14
GO_Biological_Process_2021	negative regulation of viral genome replication (GO:0045071)	1/54	1.098622e-01	1.932398e-01	0	0	8.941599e+00	1.974777e+01	RSAD2
GO_Biological_Process_2021	negative regulation of cytokine-mediated signaling pathway (GO:0001960)	1/55	1.117812e-01	1.948752e-01	0	0	8.775573e+00	1.922914e+01	IRAK3
GO_Biological_Process_2021	positive regulation of response to DNA damage stimulus (GO:2001022)	1/55	1.117812e-01	1.948752e-01	0	0	8.775573e+00	1.922914e+01	EYA4
GO_Biological_Process_2021	negative regulation of signal transduction (GO:0009968)	2/267	1.123422e-01	1.949904e-01	0	0	3.624850e+00	7.924669e+00	IRAK3;APCDD1
GO_Biological_Process_2021	tight junction assembly (GO:0120192)	1/56	1.136962e-01	1.964749e-01	0	0	8.615584e+00	1.873223e+01	CLDN7
GO_Biological_Process_2021	carboxylic acid transport (GO:0046942)	1/57	1.156071e-01	1.980399e-01	0	0	8.461310e+00	1.825577e+01	SLC16A6
GO_Biological_Process_2021	monocarboxylic acid transport (GO:0015718)	1/57	1.156071e-01	1.980399e-01	0	0	8.461310e+00	1.825577e+01	SLC16A6
GO_Biological_Process_2021	inorganic cation transmembrane transport (GO:0098662)	2/274	1.172371e-01	1.987145e-01	0	0	3.530308e+00	7.567417e+00	TRPV5;SCN3A
GO_Biological_Process_2021	eye development (GO:0001654)	1/58	1.175139e-01	1.987145e-01	0	0	8.312448e+00	1.779860e+01	LAMA1
GO_Biological_Process_2021	positive regulation of mitotic cell cycle phase transition (GO:1901992)	1/58	1.175139e-01	1.987145e-01	0	0	8.312448e+00	1.779860e+01	PHOX2B
GO_Biological_Process_2021	regulation of secretion by cell (GO:1903530)	1/59	1.194168e-01	2.002137e-01	0	0	8.168719e+00	1.735963e+01	RAB3C
GO_Biological_Process_2021	phospholipid transport (GO:0015914)	1/59	1.194168e-01	2.002137e-01	0	0	8.168719e+00	1.735963e+01	ABCA1
GO_Biological_Process_2021	apical junction assembly (GO:0043297)	1/60	1.213156e-01	2.016809e-01	0	0	8.029863e+00	1.693787e+01	CLDN7
GO_Biological_Process_2021	cellular protein catabolic process (GO:0044257)	1/60	1.213156e-01	2.016809e-01	0	0	8.029863e+00	1.693787e+01	FAP
GO_Biological_Process_2021	positive regulation of DNA metabolic process (GO:0051054)	1/63	1.269882e-01	2.076073e-01	0	0	7.640169e+00	1.576672e+01	EYA4
GO_Biological_Process_2021	COPII vesicle coating (GO:0048208)	1/63	1.269882e-01	2.076073e-01	0	0	7.640169e+00	1.576672e+01	AREG
GO_Biological_Process_2021	vesicle coating (GO:0006901)	1/63	1.269882e-01	2.076073e-01	0	0	7.640169e+00	1.576672e+01	AREG
GO_Biological_Process_2021	vesicle targeting, rough ER to cis-Golgi (GO:0048207)	1/63	1.269882e-01	2.076073e-01	0	0	7.640169e+00	1.576672e+01	AREG
GO_Biological_Process_2021	lipid homeostasis (GO:0055088)	1/64	1.288711e-01	2.089516e-01	0	0	7.518519e+00	1.540501e+01	ABCA1
GO_Biological_Process_2021	regulation of innate immune response (GO:0045088)	1/64	1.288711e-01	2.089516e-01	0	0	7.518519e+00	1.540501e+01	IRAK3
GO_Biological_Process_2021	BMP signaling pathway (GO:0030509)	1/65	1.307501e-01	2.094127e-01	0	0	7.400670e+00	1.505642e+01	TGFBR3
GO_Biological_Process_2021	cellular response to type I interferon (GO:0071357)	1/65	1.307501e-01	2.094127e-01	0	0	7.400670e+00	1.505642e+01	RSAD2
GO_Biological_Process_2021	type I interferon signaling pathway (GO:0060337)	1/65	1.307501e-01	2.094127e-01	0	0	7.400670e+00	1.505642e+01	RSAD2
GO_Biological_Process_2021	ERBB signaling pathway (GO:0038127)	1/66	1.326251e-01	2.112389e-01	0	0	7.286447e+00	1.472029e+01	AREG
GO_Biological_Process_2021	regulation of cell cycle (GO:0051726)	2/296	1.329626e-01	2.112389e-01	0	0	3.262485e+00	6.582676e+00	FAP;PHOX2B
GO_Biological_Process_2021	regulation of viral genome replication (GO:0045069)	1/67	1.344961e-01	2.119658e-01	0	0	7.175685e+00	1.439600e+01	RSAD2
GO_Biological_Process_2021	regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	1/67	1.344961e-01	2.119658e-01	0	0	7.175685e+00	1.439600e+01	AREG
GO_Biological_Process_2021	extracellular matrix organization (GO:0030198)	2/300	1.358731e-01	2.132829e-01	0	0	3.218039e+00	6.423314e+00	LAMA1;COL8A1
GO_Biological_Process_2021	sterol metabolic process (GO:0016125)	1/70	1.400855e-01	2.172981e-01	0	0	6.862664e+00	1.348858e+01	ABCA1
GO_Biological_Process_2021	negative regulation of viral process (GO:0048525)	1/70	1.400855e-01	2.172981e-01	0	0	6.862664e+00	1.348858e+01	RSAD2
GO_Biological_Process_2021	COPII-coated vesicle budding (GO:0090114)	1/70	1.400855e-01	2.172981e-01	0	0	6.862664e+00	1.348858e+01	AREG
GO_Biological_Process_2021	protein tetramerization (GO:0051262)	1/71	1.419409e-01	2.176058e-01	0	0	6.764286e+00	1.320622e+01	TRPV5
GO_Biological_Process_2021	gland development (GO:0048732)	1/71	1.419409e-01	2.176058e-01	0	0	6.764286e+00	1.320622e+01	TGFBR3
GO_Biological_Process_2021	cholesterol homeostasis (GO:0042632)	1/71	1.419409e-01	2.176058e-01	0	0	6.764286e+00	1.320622e+01	ABCA1
GO_Biological_Process_2021	negative regulation of epithelial cell proliferation (GO:0050680)	1/72	1.437922e-01	2.187419e-01	0	0	6.668679e+00	1.293314e+01	TGFBR3
GO_Biological_Process_2021	sterol homeostasis (GO:0055092)	1/72	1.437922e-01	2.187419e-01	0	0	6.668679e+00	1.293314e+01	ABCA1
GO_Biological_Process_2021	regulation of Rho protein signal transduction (GO:0035023)	1/73	1.456397e-01	2.198546e-01	0	0	6.575728e+00	1.266892e+01	ABCA1
GO_Biological_Process_2021	response to molecule of bacterial origin (GO:0002237)	1/73	1.456397e-01	2.198546e-01	0	0	6.575728e+00	1.266892e+01	IRAK3
GO_Biological_Process_2021	proteolysis involved in cellular protein catabolic process (GO:0051603)	1/74	1.474833e-01	2.209446e-01	0	0	6.485323e+00	1.241317e+01	FAP
GO_Biological_Process_2021	regulation of cytokine-mediated signaling pathway (GO:0001959)	1/74	1.474833e-01	2.209446e-01	0	0	6.485323e+00	1.241317e+01	IRAK3
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	3/621	1.483760e-01	2.214399e-01	0	0	2.346966e+00	4.478025e+00	RSAD2;IL20RA;IRAK3
GO_Biological_Process_2021	positive regulation of immune response (GO:0050778)	1/75	1.493231e-01	2.220124e-01	0	0	6.397362e+00	1.216550e+01	RSAD2
GO_Biological_Process_2021	actomyosin structure organization (GO:0031032)	1/76	1.511589e-01	2.230584e-01	0	0	6.311746e+00	1.192556e+01	MYH14
GO_Biological_Process_2021	RNA transport (GO:0050658)	1/76	1.511589e-01	2.230584e-01	0	0	6.311746e+00	1.192556e+01	SIDT1
GO_Biological_Process_2021	inorganic cation import across plasma membrane (GO:0098659)	1/77	1.529909e-01	2.240833e-01	0	0	6.228383e+00	1.169302e+01	TRPV5
GO_Biological_Process_2021	cholesterol metabolic process (GO:0008203)	1/77	1.529909e-01	2.240833e-01	0	0	6.228383e+00	1.169302e+01	ABCA1
GO_Biological_Process_2021	negative regulation of NF-kappaB transcription factor activity (GO:0032088)	1/79	1.566432e-01	2.285831e-01	0	0	6.068071e+00	1.124890e+01	IRAK3
GO_Biological_Process_2021	negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	1/80	1.584636e-01	2.303862e-01	0	0	5.990958e+00	1.103672e+01	EYA4
GO_Biological_Process_2021	negative regulation of defense response (GO:0031348)	1/85	1.675082e-01	2.426406e-01	0	0	5.632937e+00	1.006450e+01	IRAK3
GO_Biological_Process_2021	response to interleukin-1 (GO:0070555)	1/86	1.693057e-01	2.437688e-01	0	0	5.566387e+00	9.886176e+00	IRAK3
GO_Biological_Process_2021	positive regulation of multicellular organismal process (GO:0051240)	2/345	1.695245e-01	2.437688e-01	0	0	2.789447e+00	4.950594e+00	ABCA1;PHOX2B
GO_Biological_Process_2021	calcium ion transmembrane transport (GO:0070588)	1/87	1.710994e-01	2.442506e-01	0	0	5.501384e+00	9.712751e+00	TRPV5
GO_Biological_Process_2021	sodium ion transmembrane transport (GO:0035725)	1/87	1.710994e-01	2.442506e-01	0	0	5.501384e+00	9.712751e+00	SCN3A
GO_Biological_Process_2021	metal ion transport (GO:0030001)	1/88	1.728894e-01	2.459148e-01	0	0	5.437876e+00	9.544036e+00	TRPV5
GO_Biological_Process_2021	collagen fibril organization (GO:0030199)	1/89	1.746755e-01	2.466744e-01	0	0	5.375812e+00	9.379852e+00	COL8A1
GO_Biological_Process_2021	transforming growth factor beta receptor signaling pathway (GO:0007179)	1/89	1.746755e-01	2.466744e-01	0	0	5.375812e+00	9.379852e+00	TGFBR3
GO_Biological_Process_2021	sodium ion transport (GO:0006814)	1/90	1.764579e-01	2.483014e-01	0	0	5.315142e+00	9.220034e+00	SCN3A
GO_Biological_Process_2021	toll-like receptor signaling pathway (GO:0002224)	1/91	1.782365e-01	2.499117e-01	0	0	5.255820e+00	9.064419e+00	IRAK3
GO_Biological_Process_2021	regulation of epithelial cell proliferation (GO:0050678)	1/93	1.817825e-01	2.530823e-01	0	0	5.141046e+00	8.765197e+00	TGFBR3
GO_Biological_Process_2021	visual perception (GO:0007601)	1/93	1.817825e-01	2.530823e-01	0	0	5.141046e+00	8.765197e+00	EYA4
GO_Biological_Process_2021	hemopoiesis (GO:0030097)	1/94	1.835499e-01	2.537496e-01	0	0	5.085509e+00	8.621306e+00	TGFBR3
GO_Biological_Process_2021	interleukin-1-mediated signaling pathway (GO:0070498)	1/94	1.835499e-01	2.537496e-01	0	0	5.085509e+00	8.621306e+00	IRAK3
GO_Biological_Process_2021	regulation of vesicle-mediated transport (GO:0060627)	1/96	1.870734e-01	2.565479e-01	0	0	4.977945e+00	8.344300e+00	RAB3C
GO_Biological_Process_2021	protein transport (GO:0015031)	2/369	1.880243e-01	2.565479e-01	0	0	2.603841e+00	4.351498e+00	ABCA1;RAB3C
GO_Biological_Process_2021	positive regulation of cold-induced thermogenesis (GO:0120162)	1/97	1.888297e-01	2.565479e-01	0	0	4.925843e+00	8.210937e+00	PHOX2B
GO_Biological_Process_2021	glycosaminoglycan biosynthetic process (GO:0006024)	1/97	1.888297e-01	2.565479e-01	0	0	4.925843e+00	8.210937e+00	HS3ST2
GO_Biological_Process_2021	calcium ion homeostasis (GO:0055074)	1/97	1.888297e-01	2.565479e-01	0	0	4.925843e+00	8.210937e+00	TRPV5
GO_Biological_Process_2021	organic anion transport (GO:0015711)	1/99	1.923310e-01	2.604069e-01	0	0	4.824830e+00	7.953913e+00	CA12
GO_Biological_Process_2021	regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	1/100	1.940761e-01	2.618698e-01	0	0	4.775854e+00	7.830035e+00	TGFBR3
GO_Biological_Process_2021	epithelial cell differentiation (GO:0030855)	1/101	1.958176e-01	2.624245e-01	0	0	4.727857e+00	7.709111e+00	DEUP1
GO_Biological_Process_2021	negative regulation of cell population proliferation (GO:0008285)	2/379	1.958193e-01	2.624245e-01	0	0	2.533480e+00	4.130998e+00	TGFBR3;FAP
GO_Biological_Process_2021	regulation of protein catabolic process (GO:0042176)	1/102	1.975553e-01	2.638536e-01	0	0	4.680811e+00	7.591042e+00	IRAK3
GO_Biological_Process_2021	regulation of JNK cascade (GO:0046328)	1/105	2.027466e-01	2.698722e-01	0	0	4.545101e+00	7.253063e+00	TGFBR3
GO_Biological_Process_2021	small GTPase mediated signal transduction (GO:0007264)	1/106	2.044698e-01	2.712495e-01	0	0	4.501587e+00	7.145527e+00	RAB42
GO_Biological_Process_2021	lipid transport (GO:0006869)	1/109	2.096174e-01	2.771452e-01	0	0	4.375882e+00	6.837190e+00	ABCA1
GO_Biological_Process_2021	regulation of interleukin-6 production (GO:0032675)	1/110	2.113260e-01	2.784698e-01	0	0	4.335518e+00	6.738926e+00	IRAK3
GO_Biological_Process_2021	regulation of Wnt signaling pathway (GO:0030111)	1/111	2.130311e-01	2.797808e-01	0	0	4.295887e+00	6.642805e+00	APCDD1
GO_Biological_Process_2021	regulation of macroautophagy (GO:0016241)	1/112	2.147325e-01	2.810784e-01	0	0	4.256971e+00	6.548764e+00	UCHL1
GO_Biological_Process_2021	positive regulation of metabolic process (GO:0009893)	1/113	2.164303e-01	2.817740e-01	0	0	4.218750e+00	6.456741e+00	PHOX2B
GO_Biological_Process_2021	response to lipid (GO:0033993)	1/114	2.181246e-01	2.817740e-01	0	0	4.181205e+00	6.366675e+00	IRAK3
GO_Biological_Process_2021	histone modification (GO:0016570)	1/114	2.181246e-01	2.817740e-01	0	0	4.181205e+00	6.366675e+00	EYA4
GO_Biological_Process_2021	cellular response to transforming growth factor beta stimulus (GO:0071560)	1/114	2.181246e-01	2.817740e-01	0	0	4.181205e+00	6.366675e+00	TGFBR3
GO_Biological_Process_2021	calcium ion transport (GO:0006816)	1/115	2.198152e-01	2.830301e-01	0	0	4.144319e+00	6.278511e+00	TRPV5
GO_Biological_Process_2021	regulation of protein-containing complex assembly (GO:0043254)	1/116	2.215023e-01	2.842733e-01	0	0	4.108075e+00	6.192192e+00	ABCA1
GO_Biological_Process_2021	adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)	1/118	2.248658e-01	2.857972e-01	0	0	4.037444e+00	6.024881e+00	ABCA1
GO_Biological_Process_2021	negative regulation of response to external stimulus (GO:0032102)	1/118	2.248658e-01	2.857972e-01	0	0	4.037444e+00	6.024881e+00	IRAK3
GO_Biological_Process_2021	positive regulation of protein-containing complex assembly (GO:0031334)	1/118	2.248658e-01	2.857972e-01	0	0	4.037444e+00	6.024881e+00	ABCA1
GO_Biological_Process_2021	cytoskeleton organization (GO:0007010)	1/120	2.282151e-01	2.891214e-01	0	0	3.969188e+00	5.864342e+00	STRIP2
GO_Biological_Process_2021	protein homooligomerization (GO:0051260)	1/121	2.298845e-01	2.903029e-01	0	0	3.935913e+00	5.786493e+00	TRPV5
GO_Biological_Process_2021	positive regulation of epithelial cell proliferation (GO:0050679)	1/123	2.332126e-01	2.935648e-01	0	0	3.870999e+00	5.635419e+00	AREG
GO_Biological_Process_2021	regulation of tumor necrosis factor production (GO:0032680)	1/124	2.348714e-01	2.937757e-01	0	0	3.839334e+00	5.562109e+00	IRAK3
GO_Biological_Process_2021	defense response to symbiont (GO:0140546)	1/124	2.348714e-01	2.937757e-01	0	0	3.839334e+00	5.562109e+00	RSAD2
GO_Biological_Process_2021	regulation of protein secretion (GO:0050708)	1/125	2.365267e-01	2.949099e-01	0	0	3.808180e+00	5.490231e+00	RSAD2
GO_Biological_Process_2021	negative regulation of cell growth (GO:0030308)	1/126	2.381785e-01	2.960326e-01	0	0	3.777524e+00	5.419745e+00	SEMA3G
GO_Biological_Process_2021	transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	1/133	2.496437e-01	3.074574e-01	0	0	3.575938e+00	4.962403e+00	TGFBR3
GO_Biological_Process_2021	defense response to virus (GO:0051607)	1/133	2.496437e-01	3.074574e-01	0	0	3.575938e+00	4.962403e+00	RSAD2
GO_Biological_Process_2021	nervous system development (GO:0007399)	2/447	2.497116e-01	3.074574e-01	0	0	2.138887e+00	2.967597e+00	POU3F3;PHOX2B
GO_Biological_Process_2021	organic substance transport (GO:0071702)	1/136	2.545056e-01	3.123838e-01	0	0	3.495944e+00	4.783963e+00	ABCA1
GO_Biological_Process_2021	regulation of cellular component organization (GO:0051128)	1/139	2.593367e-01	3.163426e-01	0	0	3.419427e+00	4.614955e+00	IRAK3
GO_Biological_Process_2021	protein dephosphorylation (GO:0006470)	1/139	2.593367e-01	3.163426e-01	0	0	3.419427e+00	4.614955e+00	EYA4
GO_Biological_Process_2021	Ras protein signal transduction (GO:0007265)	1/142	2.641372e-01	3.211591e-01	0	0	3.346167e+00	4.454707e+00	RAB42
GO_Biological_Process_2021	negative regulation of DNA-binding transcription factor activity (GO:0043433)	1/143	2.657306e-01	3.211591e-01	0	0	3.322435e+00	4.403130e+00	IRAK3
GO_Biological_Process_2021	neuron development (GO:0048666)	1/143	2.657306e-01	3.211591e-01	0	0	3.322435e+00	4.403130e+00	PHOX2B
GO_Biological_Process_2021	regulation of G2/M transition of mitotic cell cycle (GO:0010389)	1/149	2.752206e-01	3.316114e-01	0	0	3.186776e+00	4.111522e+00	PHOX2B
GO_Biological_Process_2021	response to cytokine (GO:0034097)	1/150	2.767906e-01	3.324862e-01	0	0	3.165229e+00	4.065717e+00	IRAK3
GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)	2/482	2.777425e-01	3.326157e-01	0	0	1.979370e+00	2.535693e+00	IL20RA;IRAK3
GO_Biological_Process_2021	cellular response to interleukin-1 (GO:0071347)	1/155	2.845907e-01	3.387576e-01	0	0	3.061688e+00	3.847633e+00	IRAK3
GO_Biological_Process_2021	positive regulation of NF-kappaB transcription factor activity (GO:0051092)	1/155	2.845907e-01	3.387576e-01	0	0	3.061688e+00	3.847633e+00	IRAK3
GO_Biological_Process_2021	protein phosphorylation (GO:0006468)	2/496	2.889567e-01	3.422136e-01	0	0	1.921892e+00	2.385988e+00	TGFBR3;IRAK3
GO_Biological_Process_2021	cellular response to growth factor stimulus (GO:0071363)	1/158	2.892313e-01	3.422136e-01	0	0	3.002730e+00	3.724972e+00	PHOX2B
GO_Biological_Process_2021	response to lipopolysaccharide (GO:0032496)	1/159	2.907716e-01	3.430061e-01	0	0	2.983574e+00	3.685362e+00	IRAK3
GO_Biological_Process_2021	positive regulation of protein kinase B signaling (GO:0051897)	1/161	2.938425e-01	3.455939e-01	0	0	2.945982e+00	3.607978e+00	AREG
GO_Biological_Process_2021	heart development (GO:0007507)	1/164	2.984245e-01	3.496404e-01	0	0	2.891323e+00	3.496299e+00	TGFBR3
GO_Biological_Process_2021	negative regulation of canonical Wnt signaling pathway (GO:0090090)	1/165	2.999453e-01	3.496404e-01	0	0	2.873548e+00	3.460198e+00	TMEM88
GO_Biological_Process_2021	adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	1/165	2.999453e-01	3.496404e-01	0	0	2.873548e+00	3.460198e+00	ABCA1
GO_Biological_Process_2021	regulation of MAPK cascade (GO:0043408)	1/166	3.014630e-01	3.503729e-01	0	0	2.855988e+00	3.424639e+00	TGFBR3
GO_Biological_Process_2021	peptidyl-serine modification (GO:0018209)	1/169	3.059966e-01	3.545961e-01	0	0	2.804563e+00	3.321112e+00	MBOAT4
GO_Biological_Process_2021	cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	1/170	3.075014e-01	3.552949e-01	0	0	2.787828e+00	3.287617e+00	CLDN7
GO_Biological_Process_2021	cation transport (GO:0006812)	1/174	3.134889e-01	3.601010e-01	0	0	2.722819e+00	3.158446e+00	SCN3A
GO_Biological_Process_2021	neuron differentiation (GO:0030182)	1/174	3.134889e-01	3.601010e-01	0	0	2.722819e+00	3.158446e+00	PHOX2B
